timestamp,entry_idx,exit_idx,type,entry_price,stop_loss,take_profit,exit_price,hit_sl,hit_tp,profit_loss
45603,45603,1,BUY,0.90213,0.901035,0.9028733580279281,0.901035,True,False,-0.0010949999999999571
45604,45604,0,BUY,0.90206,0.90095,0.902883618910213,0.90095,True,False,-0.0011099999999999444
45605,45605,41,BUY,0.90076,0.89776,0.9032735746231302,0.9032735746231302,False,True,0.002513574623130177
45606,45606,40,BUY,0.90124,0.89824,0.9033409230878576,0.9033409230878576,False,True,0.002100923087857587
45692,45692,40,BUY,0.90388,0.902665,0.9046633106457826,0.9046633106457826,False,True,0.0007833106457826311
45894,45894,47,BUY,0.90447,0.9030750000000001,0.9052637194415879,0.9052637194415879,False,True,0.0007937194415879034
45896,45896,47,BUY,0.90442,0.903025,0.9053282753315188,0.9053282753315188,False,True,0.0009082753315188263
45934,45934,6,BUY,0.90438,0.9032849999999999,0.9051655962323795,0.9051655962323795,False,True,0.000785596232379504
45935,45935,5,BUY,0.90442,0.9031900000000002,0.9051839548822267,0.9051839548822267,False,True,0.0007639548822266917
46124,46124,102,SELL,0.90789,0.910155,0.9033599999999999,0.910155,True,False,-0.0022650000000000725
46130,46130,389,SELL,0.9086,0.9116,0.9026,0.9026,False,True,0.006000000000000005
46131,46131,388,SELL,0.90872,0.91172,0.90272,0.90272,False,True,0.006000000000000005
46180,46180,45,BUY,0.90836,0.9061400000000001,0.9100023218176029,0.9100023218176029,False,True,0.001642321817602932
46181,46181,45,BUY,0.9084,0.9054,0.9101142854905862,0.9101142854905862,False,True,0.0017142854905861649
46243,46243,141,BUY,0.90909,0.90609,0.9105124842088617,0.90609,True,False,-0.0030000000000000027
46244,46244,148,BUY,0.9085,0.9055,0.910707136053794,0.9055,True,False,-0.0030000000000000027
46245,46245,147,BUY,0.90861,0.90561,0.910810297628696,0.90561,True,False,-0.0030000000000000027
46288,46288,182,SELL,0.90968,0.91268,0.90368,0.90368,False,True,0.006000000000000005
46316,46316,76,BUY,0.90853,0.9056499999999998,0.9107022788507826,0.9056499999999998,True,False,-0.0028800000000001047
46363,46363,3,BUY,0.90781,0.9059650000000001,0.909010105071286,0.909010105071286,False,True,0.001200105071285984
46384,46384,86,BUY,0.90665,0.90365,0.9092261930824823,0.90365,True,False,-0.0030000000000000027
46385,46385,85,BUY,0.90649,0.90349,0.9093139505314585,0.90349,True,False,-0.0030000000000000027
46387,46387,132,BUY,0.90577,0.90277,0.9095548774957252,0.90277,True,False,-0.0030000000000000027
46435,46435,82,BUY,0.90497,0.903275,0.9061077521253468,0.903275,True,False,-0.001695000000000002
46516,46516,6,BUY,0.90364,0.9014949999999999,0.9051492039654143,0.9014949999999999,True,False,-0.0021450000000000635
46517,46517,5,BUY,0.9037,0.9013,0.9052109549054088,0.9052109549054088,False,True,0.0015109549054088678
46518,46518,4,BUY,0.90348,0.9009149999999998,0.9052955260673393,0.9052955260673393,False,True,0.001815526067339368
46519,46519,3,BUY,0.90324,0.9005099999999999,0.9053919348341806,0.9053919348341806,False,True,0.0021519348341805244
46520,46520,2,BUY,0.90246,0.89946,0.9055940140061021,0.9055940140061021,False,True,0.003134014006102026
46521,46521,2,BUY,0.90225,0.89925,0.9057349710535203,0.9057349710535203,False,True,0.0034849710535203027
46522,46522,1,BUY,0.90216,0.89916,0.9057891007451673,0.9057891007451673,False,True,0.003629100745167313
46571,46571,66,BUY,0.90752,0.9059599999999999,0.9084065653740134,0.9084065653740134,False,True,0.0008865653740134372
46572,46572,65,BUY,0.90749,0.90581,0.9084233544315334,0.9084233544315334,False,True,0.0009333544315334175
46625,46625,230,SELL,0.908,0.9098900000000001,0.9042199999999999,0.9098900000000001,True,False,-0.0018900000000000583
46626,46626,274,SELL,0.9082,0.91039,0.90382,0.91039,True,False,-0.0021900000000000253
46655,46655,153,BUY,0.90695,0.90395,0.9090083689047911,0.9090083689047911,False,True,0.0020583689047910525
46656,46656,155,BUY,0.90665,0.90365,0.9092304569013675,0.9092304569013675,False,True,0.002580456901367545
46662,46662,191,BUY,0.90597,0.90297,0.9093803590542829,0.9093803590542829,False,True,0.0034103590542828854
46742,46742,1,BUY,0.90746,0.90683,0.9078448674668758,0.9078448674668758,False,True,0.0003848674668757157
